Bestellnummer,Aktivitaet,Timestamp,User
ORD-10119,Bonitätsprüfung automatisch,2025-09-12 12:02:00,System
ORD-10119,Übermittlung an Lager,2025-09-12 12:23:00,System Interface
ORD-10120,Bestellung eingegangen,2025-10-11 12:40:00,System
ORD-10120,Bonitätsprüfung automatisch,2025-10-11 12:44:00,System
ORD-10120,Übermittlung an Lager,2025-10-11 12:49:00,System Interface
ORD-10121,Bestellung eingegangen,2025-10-16 17:32:00,System
ORD-10121,Bonitätsprüfung automatisch,2025-10-16 17:36:00,System
ORD-10121,Übermittlung an Lager,2025-10-16 18:04:00,System Interface
ORD-10122,Bestellung eingegangen,2025-09-14 15:24:00,System
ORD-10122,Bonitätsprüfung automatisch,2025-09-14 15:33:00,System
ORD-10122,Übermittlung an Lager,2025-09-14 15:40:00,System Interface
ORD-10123,Bestellung eingegangen,2025-10-13 17:42:00,System
ORD-10123,Bonitätsprüfung automatisch,2025-10-13 17:45:00,System
ORD-10123,Bonitätsprüfung manuell,2025-10-14 16:45:00,Mitarbeiter_FiBu
ORD-10123,Bestellung freigegeben,2025-10-14 17:05:00,Mitarbeiter_FiBu
ORD-10123,Übermittlung an Lager,2025-10-14 17:48:00,System Interface
ORD-10124,Bestellung eingegangen,2025-10-07 14:30:00,System
ORD-10124,Bonitätsprüfung automatisch,2025-10-07 14:33:00,System
ORD-10124,Übermittlung an Lager,2025-10-07 15:04:00,System Interface
ORD-10125,Bestellung eingegangen,2025-09-28 14:33:00,System
ORD-10125,Bonitätsprüfung automatisch,2025-09-28 14:41:00,System
ORD-10125,Bonitätsprüfung manuell,2025-09-29 05:41:00,Mitarbeiter_FiBu
ORD-10125,Bestellung freigegeben,2025-09-29 05:55:00,Mitarbeiter_FiBu
ORD-10125,Übermittlung an Lager,2025-09-29 06:47:00,System Interface
ORD-10126,Bestellung eingegangen,2025-10-28 18:01:00,System
ORD-10126,Bonitätsprüfung automatisch,2025-10-28 18:07:00,System
ORD-10126,Bonitätsprüfung manuell,2025-10-29 01:07:00,Mitarbeiter_FiBu
ORD-10126,Bestellung freigegeben,2025-10-29 01:30:00,Mitarbeiter_FiBu
ORD-10126,Übermittlung an Lager,2025-10-29 01:54:00,System Interface
ORD-10127,Bestellung eingegangen,2025-10-06 16:20:00,System
ORD-10127,Bonitätsprüfung automatisch,2025-10-06 16:27:00,System
ORD-10127,Übermittlung an Lager,2025-10-06 16:46:00,System Interface
ORD-10128,Bestellung eingegangen,2025-09-08 14:39:00,System
ORD-10128,Bonitätsprüfung automatisch,2025-09-08 14:45:00,System
ORD-10128,Übermittlung an Lager,2025-09-08 15:07:00,System Interface
ORD-10129,Bestellung eingegangen,2025-10-15 15:04:00,System
ORD-10129,Bonitätsprüfung automatisch,2025-10-15 15:12:00,System
ORD-10129,Übermittlung an Lager,2025-10-15 15:18:00,System Interface
ORD-10130,Bestellung eingegangen,2025-10-01 09:01:00,System
ORD-10130,Bonitätsprüfung automatisch,2025-10-01 09:07:00,System
ORD-10130,Bonitätsprüfung manuell,2025-10-02 09:07:00,Mitarbeiter_FiBu
ORD-10130,Bestellung freigegeben,2025-10-02 09:35:00,Mitarbeiter_FiBu
ORD-10130,Übermittlung an Lager,2025-10-02 09:46:00,System Interface
ORD-10131,Bestellung eingegangen,2025-09-04 18:08:00,System
ORD-10131,Bonitätsprüfung automatisch,2025-09-04 18:10:00,System
ORD-10131,Übermittlung an Lager,2025-09-04 18:40:00,System Interface
ORD-10132,Bestellung eingegangen,2025-10-22 08:54:00,System
ORD-10132,Bonitätsprüfung automatisch,2025-10-22 08:55:00,System
ORD-10132,Bonitätsprüfung manuell,2025-10-23 08:55:00,Mitarbeiter_FiBu
ORD-10132,Bestellung freigegeben,2025-10-23 09:25:00,Mitarbeiter_FiBu
ORD-10132,Übermittlung an Lager,2025-10-23 10:05:00,System Interface
ORD-10133,Bestellung eingegangen,2025-10-22 18:00:00,System
ORD-10133,Bonitätsprüfung automatisch,2025-10-22 18:06:00,System
ORD-10133,Übermittlung an Lager,2025-10-22 19:02:00,System Interface
ORD-10134,Bestellung eingegangen,2025-09-06 18:47:00,System
ORD-10134,Bonitätsprüfung automatisch,2025-09-06 18:56:00,System
ORD-10134,Übermittlung an Lager,2025-09-06 19:23:00,System Interface
ORD-10135,Bestellung eingegangen,2025-10-18 16:49:00,System
ORD-10135,Bonitätsprüfung automatisch,2025-10-18 16:58:00,System
ORD-10135,Übermittlung an Lager,2025-10-18 17:12:00,System Interface
ORD-10136,Bestellung eingegangen,2025-10-06 09:36:00,System
ORD-10136,Bonitätsprüfung automatisch,2025-10-06 09:46:00,System
ORD-10136,Übermittlung an Lager,2025-10-06 10:21:00,System Interface
ORD-10137,Bestellung eingegangen,2025-10-28 11:43:00,System
ORD-10137,Bonitätsprüfung automatisch,2025-10-28 11:48:00,System
ORD-10137,Übermittlung an Lager,2025-10-28 12:26:00,System Interface
ORD-10138,Bestellung eingegangen,2025-09-12 11:55:00,System
ORD-10138,Bonitätsprüfung automatisch,2025-09-12 11:56:00,System
ORD-10138,Übermittlung an Lager,2025-09-12 12:41:00,System Interface
ORD-10139,Bestellung eingegangen,2025-09-22 10:21:00,System
ORD-10139,Bonitätsprüfung automatisch,2025-09-22 10:28:00,System
ORD-10139,Übermittlung an Lager,2025-09-22 11:13:00,System Interface
ORD-10140,Bestellung eingegangen,2025-09-06 13:35:00,System
ORD-10140,Bonitätsprüfung automatisch,2025-09-06 13:43:00,System
ORD-10140,Bonitätsprüfung manuell,2025-09-07 04:43:00,Mitarbeiter_FiBu
ORD-10140,Bestellung freigegeben,2025-09-07 05:02:00,Mitarbeiter_FiBu
ORD-10140,Übermittlung an Lager,2025-09-07 05:53:00,System Interface
ORD-10141,Bestellung eingegangen,2025-10-20 08:10:00,System
ORD-10141,Bonitätsprüfung automatisch,2025-10-20 08:13:00,System
ORD-10141,Übermittlung an Lager,2025-10-20 09:12:00,System Interface
ORD-10142,Bestellung eingegangen,2025-09-10 18:08:00,System
ORD-10142,Bonitätsprüfung automatisch,2025-09-10 18:11:00,System
ORD-10142,Übermittlung an Lager,2025-09-10 18:44:00,System Interface
ORD-10143,Bestellung eingegangen,2025-09-17 15:06:00,System
ORD-10143,Bonitätsprüfung automatisch,2025-09-17 15:09:00,System
ORD-10143,Übermittlung an Lager,2025-09-17 16:04:00,System Interface
ORD-10144,Bestellung eingegangen,2025-09-30 11:34:00,System
ORD-10144,Bonitätsprüfung automatisch,2025-09-30 11:36:00,System
ORD-10144,Übermittlung an Lager,2025-09-30 11:59:00,System Interface
ORD-10145,Bestellung eingegangen,2025-09-15 10:19:00,System
ORD-10145,Bonitätsprüfung automatisch,2025-09-15 10:25:00,System
ORD-10145,Übermittlung an Lager,2025-09-15 11:10:00,System Interface
ORD-10146,Bestellung eingegangen,2025-10-24 14:58:00,System
ORD-10146,Bonitätsprüfung automatisch,2025-10-24 15:04:00,System
ORD-10146,Übermittlung an Lager,2025-10-24 15:32:00,System Interface
ORD-10147,Bestellung eingegangen,2025-10-12 13:39:00,System
ORD-10147,Bonitätsprüfung automatisch,2025-10-12 13:49:00,System
ORD-10147,Übermittlung an Lager,2025-10-12 14:16:00,System Interface
ORD-10148,Bestellung eingegangen,2025-10-15 10:21:00,System
ORD-10148,Bonitätsprüfung automatisch,2025-10-15 10:25:00,System
ORD-10148,Übermittlung an Lager,2025-10-15 11:18:00,System Interface
ORD-10149,Bestellung eingegangen,2025-09-13 11:54:00,System
ORD-10149,Bonitätsprüfung automatisch,2025-09-13 11:56:00,System
ORD-10149,Übermittlung an Lager,2025-09-13 12:08:00,System Interface
ORD-10150,Bestellung eingegangen,2025-10-05 11:33:00,System
ORD-10150,Bonitätsprüfung automatisch,2025-10-05 11:35:00,System
ORD-10150,Bonitätsprüfung manuell,2025-10-06 08:35:00,Mitarbeiter_FiBu
ORD-10150,Bestellung freigegeben,2025-10-06 08:50:00,Mitarbeiter_FiBu
ORD-10150,Übermittlung an Lager,2025-10-06 09:37:00,System Interface
ORD-10151,Bestellung eingegangen,2025-10-25 13:26:00,System
ORD-10151,Bonitätsprüfung automatisch,2025-10-25 13:29:00,System
ORD-10151,Übermittlung an Lager,2025-10-25 14:10:00,System Interface
ORD-10152,Bestellung eingegangen,2025-10-27 08:04:00,System
ORD-10152,Bonitätsprüfung automatisch,2025-10-27 08:06:00,System
ORD-10152,Übermittlung an Lager,2025-10-27 08:22:00,System Interface
ORD-10153,Bestellung eingegangen,2025-10-06 17:17:00,System
ORD-10153,Bonitätsprüfung automatisch,2025-10-06 17:27:00,System
ORD-10153,Übermittlung an Lager,2025-10-06 18:18:00,System Interface
ORD-10154,Bestellung eingegangen,2025-09-10 17:28:00,System
ORD-10154,Bonitätsprüfung automatisch,2025-09-10 17:31:00,System
ORD-10154,Übermittlung an Lager,2025-09-10 18:05:00,System Interface
ORD-10155,Bestellung eingegangen,2025-10-20 15:00:00,System
ORD-10155,Bonitätsprüfung automatisch,2025-10-20 15:10:00,System
ORD-10155,Übermittlung an Lager,2025-10-20 15:40:00,System Interface
ORD-10156,Bestellung eingegangen,2025-09-09 14:27:00,System
ORD-10156,Bonitätsprüfung automatisch,2025-09-09 14:37:00,System
ORD-10156,Übermittlung an Lager,2025-09-09 14:57:00,System Interface
ORD-10157,Bestellung eingegangen,2025-10-01 14:47:00,System
ORD-10157,Bonitätsprüfung automatisch,2025-10-01 14:53:00,System
ORD-10157,Übermittlung an Lager,2025-10-01 15:49:00,System Interface
ORD-10158,Bestellung eingegangen,2025-09-26 17:36:00,System
ORD-10158,Bonitätsprüfung automatisch,2025-09-26 17:44:00,System
ORD-10158,Übermittlung an Lager,2025-09-26 18:14:00,System Interface
ORD-10159,Bestellung eingegangen,2025-10-07 08:36:00,System
ORD-10159,Bonitätsprüfung automatisch,2025-10-07 08:43:00,System
ORD-10159,Übermittlung an Lager,2025-10-07 08:50:00,System Interface
ORD-10160,Bestellung eingegangen,2025-10-24 10:20:00,System
ORD-10160,Bonitätsprüfung automatisch,2025-10-24 10:23:00,System
ORD-10160,Übermittlung an Lager,2025-10-24 10:34:00,System Interface
ORD-10161,Bestellung eingegangen,2025-10-11 14:38:00,System
ORD-10161,Bonitätsprüfung automatisch,2025-10-11 14:42:00,System
ORD-10161,Bonitätsprüfung manuell,2025-10-12 04:42:00,Mitarbeiter_FiBu
ORD-10161,Bestellung freigegeben,2025-10-12 05:03:00,Mitarbeiter_FiBu
ORD-10161,Übermittlung an Lager,2025-10-12 05:48:00,System Interface
ORD-10162,Bestellung eingegangen,2025-09-15 14:13:00,System
ORD-10162,Bonitätsprüfung automatisch,2025-09-15 14:20:00,System
ORD-10162,Übermittlung an Lager,2025-09-15 15:04:00,System Interface
ORD-10163,Bestellung eingegangen,2025-09-03 13:17:00,System
ORD-10163,Bonitätsprüfung automatisch,2025-09-03 13:18:00,System
ORD-10163,Bonitätsprüfung manuell,2025-09-04 11:18:00,Mitarbeiter_FiBu
ORD-10163,Bestellung freigegeben,2025-09-04 11:30:00,Mitarbeiter_FiBu
ORD-10163,Übermittlung an Lager,2025-09-04 11:35:00,System Interface
ORD-10164,Bestellung eingegangen,2025-10-27 14:03:00,System
ORD-10164,Bonitätsprüfung automatisch,2025-10-27 14:09:00,System
ORD-10164,Übermittlung an Lager,2025-10-27 14:51:00,System Interface
ORD-10165,Bestellung eingegangen,2025-09-20 17:34:00,System
ORD-10165,Bonitätsprüfung automatisch,2025-09-20 17:35:00,System
ORD-10165,Übermittlung an Lager,2025-09-20 18:02:00,System Interface
ORD-10166,Bestellung eingegangen,2025-09-01 09:18:00,System
ORD-10166,Bonitätsprüfung automatisch,2025-09-01 09:27:00,System
ORD-10166,Übermittlung an Lager,2025-09-01 10:20:00,System Interface
ORD-10167,Bestellung eingegangen,2025-09-30 16:38:00,System
ORD-10167,Bonitätsprüfung automatisch,2025-09-30 16:45:00,System
ORD-10167,Übermittlung an Lager,2025-09-30 17:36:00,System Interface
ORD-10168,Bestellung eingegangen,2025-10-21 13:18:00,System
ORD-10168,Bonitätsprüfung automatisch,2025-10-21 13:22:00,System
ORD-10168,Übermittlung an Lager,2025-10-21 14:15:00,System Interface
ORD-10169,Bestellung eingegangen,2025-10-27 10:58:00,System
ORD-10169,Bonitätsprüfung automatisch,2025-10-27 11:01:00,System
ORD-10169,Übermittlung an Lager,2025-10-27 11:06:00,System Interface
ORD-10170,Bestellung eingegangen,2025-09-11 17:34:00,System
ORD-10170,Bonitätsprüfung automatisch,2025-09-11 17:44:00,System
ORD-10170,Übermittlung an Lager,2025-09-11 18:44:00,System Interface
ORD-10171,Bestellung eingegangen,2025-09-05 12:50:00,System
ORD-10171,Bonitätsprüfung automatisch,2025-09-05 12:53:00,System
ORD-10171,Übermittlung an Lager,2025-09-05 13:16:00,System Interface
ORD-10172,Bestellung eingegangen,2025-10-27 15:03:00,System
ORD-10172,Bonitätsprüfung automatisch,2025-10-27 15:10:00,System
ORD-10172,Übermittlung an Lager,2025-10-27 15:24:00,System Interface
ORD-10173,Bestellung eingegangen,2025-09-14 16:21:00,System
ORD-10173,Bonitätsprüfung automatisch,2025-09-14 16:27:00,System
ORD-10173,Übermittlung an Lager,2025-09-14 17:25:00,System Interface
ORD-10174,Bestellung eingegangen,2025-09-08 09:06:00,System
ORD-10174,Bonitätsprüfung automatisch,2025-09-08 09:07:00,System
ORD-10174,Übermittlung an Lager,2025-09-08 09:23:00,System Interface
ORD-10175,Bestellung eingegangen,2025-10-02 17:57:00,System
ORD-10175,Bonitätsprüfung automatisch,2025-10-02 18:04:00,System
ORD-10175,Bonitätsprüfung manuell,2025-10-03 13:04:00,Mitarbeiter_FiBu
ORD-10175,Bestellung freigegeben,2025-10-03 13:24:00,Mitarbeiter_FiBu
ORD-10175,Übermittlung an Lager,2025-10-03 14:12:00,System Interface
ORD-10176,Bestellung eingegangen,2025-09-26 15:01:00,System
ORD-10176,Bonitätsprüfung automatisch,2025-09-26 15:04:00,System
ORD-10176,Übermittlung an Lager,2025-09-26 15:27:00,System Interface
ORD-10177,Bestellung eingegangen,2025-09-21 15:36:00,System
ORD-10177,Bonitätsprüfung automatisch,2025-09-21 15:41:00,System
ORD-10177,Übermittlung an Lager,2025-09-21 16:25:00,System Interface
ORD-10178,Bestellung eingegangen,2025-10-24 18:37:00,System
ORD-10178,Bonitätsprüfung automatisch,2025-10-24 18:43:00,System
ORD-10178,Bonitätsprüfung manuell,2025-10-25 03:43:00,Mitarbeiter_FiBu
ORD-10178,Bestellung freigegeben,2025-10-25 03:55:00,Mitarbeiter_FiBu
ORD-10178,Übermittlung an Lager,2025-10-25 04:06:00,System Interface
ORD-10179,Bestellung eingegangen,2025-09-22 12:15:00,System
ORD-10179,Bonitätsprüfung automatisch,2025-09-22 12:17:00,System
ORD-10179,Übermittlung an Lager,2025-09-22 12:44:00,System Interface
ORD-10180,Bestellung eingegangen,2025-10-03 09:08:00,System
ORD-10180,Bonitätsprüfung automatisch,2025-10-03 09:17:00,System
ORD-10180,Bonitätsprüfung manuell,2025-10-04 08:17:00,Mitarbeiter_FiBu
ORD-10180,Bestellung freigegeben,2025-10-04 08:32:00,Mitarbeiter_FiBu
ORD-10180,Übermittlung an Lager,2025-10-04 09:04:00,System Interface
ORD-10181,Bestellung eingegangen,2025-10-16 08:04:00,System
ORD-10181,Bonitätsprüfung automatisch,2025-10-16 08:11:00,System
ORD-10181,Übermittlung an Lager,2025-10-16 08:23:00,System Interface
ORD-10182,Bestellung eingegangen,2025-10-04 14:30:00,System
ORD-10182,Bonitätsprüfung automatisch,2025-10-04 14:36:00,System
ORD-10182,Übermittlung an Lager,2025-10-04 14:56:00,System Interface
ORD-10183,Bestellung eingegangen,2025-10-11 15:13:00,System
ORD-10183,Bonitätsprüfung automatisch,2025-10-11 15:17:00,System
ORD-10183,Übermittlung an Lager,2025-10-11 15:38:00,System Interface
ORD-10184,Bestellung eingegangen,2025-09-14 16:31:00,System
ORD-10184,Bonitätsprüfung automatisch,2025-09-14 16:36:00,System
ORD-10184,Übermittlung an Lager,2025-09-14 17:20:00,System Interface
ORD-10185,Bestellung eingegangen,2025-09-10 17:31:00,System
ORD-10185,Bonitätsprüfung automatisch,2025-09-10 17:40:00,System
ORD-10185,Übermittlung an Lager,2025-09-10 18:00:00,System Interface
ORD-10186,Bestellung eingegangen,2025-09-06 08:14:00,System
ORD-10186,Bonitätsprüfung automatisch,2025-09-06 08:21:00,System
ORD-10186,Bonitätsprüfung manuell,2025-09-06 23:21:00,Mitarbeiter_FiBu
ORD-10186,Bestellung freigegeben,2025-09-06 23:31:00,Mitarbeiter_FiBu
ORD-10186,Übermittlung an Lager,2025-09-06 23:57:00,System Interface
ORD-10187,Bestellung eingegangen,2025-09-05 09:02:00,System
ORD-10187,Bonitätsprüfung automatisch,2025-09-05 09:11:00,System
ORD-10187,Übermittlung an Lager,2025-09-05 09:18:00,System Interface
ORD-10188,Bestellung eingegangen,2025-09-03 13:45:00,System
ORD-10188,Bonitätsprüfung automatisch,2025-09-03 13:51:00,System
ORD-10188,Übermittlung an Lager,2025-09-03 14:16:00,System Interface
ORD-10189,Bestellung eingegangen,2025-10-06 11:08:00,System
ORD-10189,Bonitätsprüfung automatisch,2025-10-06 11:10:00,System
ORD-10189,Bonitätsprüfung manuell,2025-10-06 17:10:00,Mitarbeiter_FiBu
ORD-10189,Bestellung freigegeben,2025-10-06 17:32:00,Mitarbeiter_FiBu
ORD-10189,Übermittlung an Lager,2025-10-06 18:15:00,System Interface
ORD-10190,Bestellung eingegangen,2025-09-30 09:11:00,System
ORD-10190,Bonitätsprüfung automatisch,2025-09-30 09:21:00,System
ORD-10190,Übermittlung an Lager,2025-09-30 09:27:00,System Interface
ORD-10191,Bestellung eingegangen,2025-09-20 13:00:00,System
ORD-10191,Bonitätsprüfung automatisch,2025-09-20 13:04:00,System
ORD-10191,Übermittlung an Lager,2025-09-20 13:37:00,System Interface
ORD-10192,Bestellung eingegangen,2025-09-28 16:53:00,System
ORD-10192,Bonitätsprüfung automatisch,2025-09-28 16:55:00,System
ORD-10192,Übermittlung an Lager,2025-09-28 17:04:00,System Interface
ORD-10193,Bestellung eingegangen,2025-10-16 14:21:00,System
ORD-10193,Bonitätsprüfung automatisch,2025-10-16 14:30:00,System
ORD-10193,Übermittlung an Lager,2025-10-16 14:58:00,System Interface
ORD-10194,Bestellung eingegangen,2025-10-28 13:29:00,System
ORD-10194,Bonitätsprüfung automatisch,2025-10-28 13:34:00,System
ORD-10194,Übermittlung an Lager,2025-10-28 14:11:00,System Interface
ORD-10195,Bestellung eingegangen,2025-09-20 14:52:00,System
ORD-10195,Bonitätsprüfung automatisch,2025-09-20 14:58:00,System
ORD-10195,Bonitätsprüfung manuell,2025-09-20 21:58:00,Mitarbeiter_FiBu
ORD-10195,Bestellung freigegeben,2025-09-20 22:27:00,Mitarbeiter_FiBu
ORD-10195,Übermittlung an Lager,2025-09-20 22:38:00,System Interface
ORD-10196,Bestellung eingegangen,2025-09-28 08:58:00,System
ORD-10196,Bonitätsprüfung automatisch,2025-09-28 09:02:00,System
ORD-10196,Übermittlung an Lager,2025-09-28 09:42:00,System Interface
ORD-10197,Bestellung eingegangen,2025-10-05 16:07:00,System
ORD-10197,Bonitätsprüfung automatisch,2025-10-05 16:10:00,System
ORD-10197,Bonitätsprüfung manuell,2025-10-06 03:10:00,Mitarbeiter_FiBu
ORD-10197,Bestellung freigegeben,2025-10-06 03:27:00,Mitarbeiter_FiBu
ORD-10197,Übermittlung an Lager,2025-10-06 03:46:00,System Interface
ORD-10198,Bestellung eingegangen,2025-09-19 12:59:00,System
ORD-10198,Bonitätsprüfung automatisch,2025-09-19 13:07:00,System
ORD-10198,Übermittlung an Lager,2025-09-19 13:56:00,System Interface
ORD-10199,Bestellung eingegangen,2025-10-05 09:35:00,System
ORD-10199,Bonitätsprüfung automatisch,2025-10-05 09:38:00,System
ORD-10199,Übermittlung an Lager,2025-10-05 10:31:00,System Interface
ORD-10200,Bestellung eingegangen,2025-09-24 11:17:00,System
ORD-10200,Bonitätsprüfung automatisch,2025-09-24 11:25:00,System
ORD-10200,Übermittlung an Lager,2025-09-24 12:21:00,System Interface
ORD-10201,Bestellung eingegangen,2025-09-01 16:07:00,System
ORD-10201,Bonitätsprüfung automatisch,2025-09-01 16:12:00,System
ORD-10201,Bonitätsprüfung manuell,2025-09-01 21:12:00,Mitarbeiter_FiBu
ORD-10201,Bestellung freigegeben,2025-09-01 21:42:00,Mitarbeiter_FiBu
ORD-10201,Übermittlung an Lager,2025-09-01 22:00:00,System Interface
ORD-10202,Bestellung eingegangen,2025-09-26 13:13:00,System
ORD-10202,Bonitätsprüfung automatisch,2025-09-26 13:19:00,System
ORD-10202,Übermittlung an Lager,2025-09-26 13:38:00,System Interface
ORD-10203,Bestellung eingegangen,2025-09-09 15:41:00,System
ORD-10203,Bonitätsprüfung automatisch,2025-09-09 15:47:00,System
ORD-10203,Übermittlung an Lager,2025-09-09 16:28:00,System Interface
ORD-10204,Bestellung eingegangen,2025-09-24 09:02:00,System
ORD-10204,Bonitätsprüfung automatisch,2025-09-24 09:04:00,System
ORD-10204,Übermittlung an Lager,2025-09-24 09:16:00,System Interface
ORD-10205,Bestellung eingegangen,2025-10-16 14:12:00,System
ORD-10205,Bonitätsprüfung automatisch,2025-10-16 14:18:00,System
ORD-10205,Übermittlung an Lager,2025-10-16 14:48:00,System Interface
ORD-10206,Bestellung eingegangen,2025-09-02 13:26:00,System
ORD-10206,Bonitätsprüfung automatisch,2025-09-02 13:35:00,System
ORD-10206,Übermittlung an Lager,2025-09-02 14:11:00,System Interface
ORD-10207,Bestellung eingegangen,2025-09-20 09:35:00,System
ORD-10207,Bonitätsprüfung automatisch,2025-09-20 09:44:00,System
ORD-10207,Übermittlung an Lager,2025-09-20 10:18:00,System Interface
ORD-10208,Bestellung eingegangen,2025-09-21 09:25:00,System
ORD-10208,Bonitätsprüfung automatisch,2025-09-21 09:35:00,System
ORD-10208,Übermittlung an Lager,2025-09-21 10:20:00,System Interface
ORD-10209,Bestellung eingegangen,2025-10-01 08:12:00,System
ORD-10209,Bonitätsprüfung automatisch,2025-10-01 08:13:00,System
ORD-10209,Bonitätsprüfung manuell,2025-10-02 03:13:00,Mitarbeiter_FiBu
ORD-10209,Bestellung freigegeben,2025-10-02 03:33:00,Mitarbeiter_FiBu
ORD-10209,Übermittlung an Lager,2025-10-02 03:40:00,System Interface
ORD-10210,Bestellung eingegangen,2025-09-06 15:14:00,System
ORD-10210,Bonitätsprüfung automatisch,2025-09-06 15:18:00,System
ORD-10210,Übermittlung an Lager,2025-09-06 15:44:00,System Interface
ORD-10211,Bestellung eingegangen,2025-10-24 13:55:00,System
ORD-10211,Bonitätsprüfung automatisch,2025-10-24 13:58:00,System
ORD-10211,Übermittlung an Lager,2025-10-24 14:05:00,System Interface
ORD-10212,Bestellung eingegangen,2025-10-30 13:57:00,System
ORD-10212,Bonitätsprüfung automatisch,2025-10-30 14:00:00,System
ORD-10212,Übermittlung an Lager,2025-10-30 14:43:00,System Interface
ORD-10213,Bestellung eingegangen,2025-10-17 17:48:00,System
ORD-10213,Bonitätsprüfung automatisch,2025-10-17 17:53:00,System
ORD-10213,Übermittlung an Lager,2025-10-17 18:45:00,System Interface
ORD-10214,Bestellung eingegangen,2025-10-15 14:28:00,System
ORD-10214,Bonitätsprüfung automatisch,2025-10-15 14:37:00,System
ORD-10214,Übermittlung an Lager,2025-10-15 15:31:00,System Interface
ORD-10215,Bestellung eingegangen,2025-09-15 08:59:00,System
ORD-10215,Bonitätsprüfung automatisch,2025-09-15 09:01:00,System
ORD-10215,Übermittlung an Lager,2025-09-15 09:08:00,System Interface
ORD-10216,Bestellung eingegangen,2025-10-22 17:07:00,System
ORD-10216,Bonitätsprüfung automatisch,2025-10-22 17:16:00,System
ORD-10216,Übermittlung an Lager,2025-10-22 17:25:00,System Interface
ORD-10217,Bestellung eingegangen,2025-09-22 18:19:00,System
ORD-10217,Bonitätsprüfung automatisch,2025-09-22 18:25:00,System
ORD-10217,Übermittlung an Lager,2025-09-22 19:04:00,System Interface
ORD-10218,Bestellung eingegangen,2025-10-22 08:48:00,System
ORD-10218,Bonitätsprüfung automatisch,2025-10-22 08:54:00,System
ORD-10218,Übermittlung an Lager,2025-10-22 09:20:00,System Interface
ORD-10219,Bestellung eingegangen,2025-10-23 08:37:00,System
ORD-10219,Bonitätsprüfung automatisch,2025-10-23 08:41:00,System
ORD-10219,Übermittlung an Lager,2025-10-23 09:00:00,System Interface
ORD-10220,Bestellung eingegangen,2025-10-29 09:40:00,System
ORD-10220,Bonitätsprüfung automatisch,2025-10-29 09:49:00,System
ORD-10220,Übermittlung an Lager,2025-10-29 10:33:00,System Interface
ORD-10221,Bestellung eingegangen,2025-09-26 08:38:00,System
ORD-10221,Bonitätsprüfung automatisch,2025-09-26 08:41:00,System
ORD-10221,Übermittlung an Lager,2025-09-26 08:59:00,System Interface
ORD-10222,Bestellung eingegangen,2025-09-29 08:59:00,System
ORD-10222,Bonitätsprüfung automatisch,2025-09-29 09:04:00,System
ORD-10222,Übermittlung an Lager,2025-09-29 09:33:00,System Interface
ORD-10223,Bestellung eingegangen,2025-10-21 17:12:00,System
ORD-10223,Bonitätsprüfung automatisch,2025-10-21 17:17:00,System
ORD-10223,Übermittlung an Lager,2025-10-21 17:43:00,System Interface
ORD-10224,Bestellung eingegangen,2025-09-09 11:47:00,System
ORD-10224,Bonitätsprüfung automatisch,2025-09-09 11:48:00,System
ORD-10224,Übermittlung an Lager,2025-09-09 12:47:00,System Interface
ORD-10225,Bestellung eingegangen,2025-10-05 09:47:00,System
ORD-10225,Bonitätsprüfung automatisch,2025-10-05 09:52:00,System
ORD-10225,Übermittlung an Lager,2025-10-05 10:02:00,System Interface
ORD-10226,Bestellung eingegangen,2025-09-27 08:09:00,System
ORD-10226,Bonitätsprüfung automatisch,2025-09-27 08:16:00,System
ORD-10226,Übermittlung an Lager,2025-09-27 09:16:00,System Interface
ORD-10227,Bestellung eingegangen,2025-09-13 14:13:00,System
ORD-10227,Bonitätsprüfung automatisch,2025-09-13 14:20:00,System
ORD-10227,Übermittlung an Lager,2025-09-13 14:26:00,System Interface
ORD-10228,Bestellung eingegangen,2025-10-31 18:59:00,System
ORD-10228,Bonitätsprüfung automatisch,2025-10-31 19:09:00,System
ORD-10228,Übermittlung an Lager,2025-10-31 19:48:00,System Interface
ORD-10229,Bestellung eingegangen,2025-09-15 14:59:00,System
ORD-10229,Bonitätsprüfung automatisch,2025-09-15 15:00:00,System
ORD-10229,Übermittlung an Lager,2025-09-15 15:50:00,System Interface
ORD-10230,Bestellung eingegangen,2025-09-26 15:09:00,System
ORD-10230,Bonitätsprüfung automatisch,2025-09-26 15:10:00,System
ORD-10230,Übermittlung an Lager,2025-09-26 15:22:00,System Interface
ORD-10231,Bestellung eingegangen,2025-09-09 14:55:00,System
ORD-10231,Bonitätsprüfung automatisch,2025-09-09 15:00:00,System
ORD-10231,Übermittlung an Lager,2025-09-09 16:00:00,System Interface
ORD-10232,Bestellung eingegangen,2025-09-26 09:27:00,System
ORD-10232,Bonitätsprüfung automatisch,2025-09-26 09:30:00,System
ORD-10232,Bonitätsprüfung manuell,2025-09-26 20:30:00,Mitarbeiter_FiBu
ORD-10232,Bestellung freigegeben,2025-09-26 20:59:00,Mitarbeiter_FiBu
ORD-10232,Übermittlung an Lager,2025-09-26 21:37:00,System Interface
ORD-10233,Bestellung eingegangen,2025-10-01 10:54:00,System
ORD-10233,Bonitätsprüfung automatisch,2025-10-01 10:55:00,System
ORD-10233,Übermittlung an Lager,2025-10-01 11:31:00,System Interface
ORD-10234,Bestellung eingegangen,2025-10-09 18:04:00,System
